I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.002747,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.030945,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.065370,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.046327,43.900002,0.000000,0.010986,0.081483,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.080384,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.015930,43.900002,0.000000,-0.010986,0.055482,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.030579,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.204165,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.032959,0.108950,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.006042,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.037904,43.900002,0.000000,0.010986,-0.061707,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.089906,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.040101,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.128725,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,-0.010986,-0.061341,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.005676,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.054017,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.056581,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.016296,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,0.010986,0.117373,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.028381,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.067933,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.013000,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.033875,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.037171,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.047791,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.003113,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.010437,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.053651,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.008240,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.021790,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.010803,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.001282,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.025818,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.010071,43.900002,0.000000,-0.010986,0.077821,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.028015,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.063905,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.003845,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.008972,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.051820,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.163882,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.028015,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.012634,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.034608,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.025452,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.037538,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.048158,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.071229,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.012268,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.015564,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.058778,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.014099,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.010803,43.900002,0.000000,-0.032959,0.152895,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.032959,0.094667,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.020325,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.003113,43.900002,0.000000,0.010986,-0.081849,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.050355,43.900002,0.000000,-0.032959,-0.082215,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.059144,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.024353,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.034608,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.006409,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.064637,43.900002,0.000000,-0.010986,0.013000,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.002380,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.040467,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.070497,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.041932,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.034242,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.061707,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.011902,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.037904,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.028381,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.023987,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.002747,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.030212,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,0.043031,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.071595,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.004578,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.021790,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.033143,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.026917,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.052552,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.007507,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,-0.032959,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.067201,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.013733,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.077821,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.001282,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.019592,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.065003,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.061707,43.900002,0.000000,-0.010986,-0.066102,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.101259,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.026184,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.014832,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,0.047791,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.005676,43.900002,0.000000,0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.016296,43.900002,0.000000,-0.010986,0.067933,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.032959,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.033143,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.061707,43.900002,0.000000,0.010986,0.038270,48.599998,0.000000,0.000000,0.000000
-0.010986,-0.000183,43.900002,0.000000,-0.010986,-0.000183,48.599998,0.000000,0.000000,0.000000
